comment_text,confidence_score,id,predicted_label,published_at,source
الفلوس على التطبيق ولما اعمل تحويل دولي يقول مرفوضة <br>وللحين الفلوس متعلقة عليه ومش عارف اعمل ايه,,87,,2025-03-21 19:31:47+00:00,
طلعت البطاقه اذا بشتري يقولي مرفوضة كيفا أفعلها يرحم والديك,,333,,2025-03-23 00:32:44+00:00,
يطلع عندي يقول لاحقا من نفسه ليش,,446,,2025-03-24 08:19:39+00:00,
السلام عليكم أتمنى ترد عليه أنا وصلتني بطاقة بلاستيكيه  مدى وفيه فلوس فيه بطاقه ثانيه رقميه اللي هي فيزا هل يمديني ادفع منهم الاثنين ؟,,236,,2025-03-25 18:54:18+00:00,
تبع أي بنك,,332,,2025-03-26 10:03:45+00:00,
ياجماعه هل كاش باك بلعب الحظ حرام ولا حلال؟,,298,,2025-03-26 11:57:12+00:00,
التطبيق سهل وحلو بس تحول الى انجليزي,,565,,2025-03-26 20:09:26+00:00,
كيف نحوله الى عربي,,564,,2025-03-26 20:09:44+00:00,
هل اقدر أودع فيها فلوس عن طريق مصرف الراجحي,,331,,2025-03-27 18:22:14+00:00,
طيب عندي سؤال ممكن تفيدوني هل بطاقة البرق يوقف مع انتهاء الهوية؟؟  ولا يكون شغال حتى لو الهوية منتهية,,235,,2025-03-27 21:14:59+00:00,
طب لو عايز اعرف ازاي احول على كارت ميزه كيف الطريقه,,563,,2025-03-29 00:09:32+00:00,
انا بحول للمحفظه يقول الخدمه غير متاحه ايه العمل,,297,,2025-03-30 17:36:01+00:00,
ممكن سؤال ينفع ارسلها الي اهلي مصر يسحبون من اابنك الاهاي المصر وياتره الفيزه الي تسحب وله بطاقت مداي,,234,,2025-03-31 17:36:22+00:00,
اسؤا خدمه عملاء شفتها ف السعوديه للاسف,,562,,2025-04-01 14:58:38+00:00,
وش هي البطاقه اللي تفيدني ف السفر مدى او فيزا,,296,,2025-04-03 11:45:48+00:00,
ممكن احد يشرحلي كيف اطلب البطاقة,,330,,2025-04-06 02:26:11+00:00,
حولنا ماتصير يروح الطول نبغي اصدار كيف يروح ع طول افيدوني والكم جزيل الشكر,,445,,2025-04-08 17:19:22+00:00,
هل بطاقه برق فيهاا ايداع يعني اقدر اروح اي بنك وسوي ايداع ؟,,233,,2025-04-09 02:35:31+00:00,
هل بطاقة برق فيزا او مدى عليها رسوم فائدة؟ ولا تعتبر زي بطاقات مسبقة الدفع اشحنها بالرصيد اللي ابغاه بدون مايصير علي فوائد؟ ياليت تفيدوني,,232,,2025-04-09 18:58:03+00:00,
شكرًا,,561,,2025-04-10 04:33:41+00:00,
هل لها صرافات طيب كيف اسجل  وكيف توصلني البطاقه,,214,,2025-04-10 13:46:31+00:00,
طيب جربت وفتحت خيار المكافأة فاضي مافيه شي,,66,,2025-04-10 19:46:43+00:00,
هل لازم احول العملة قبل استخدمها في الخارج ؟ ولا ادفع بالريال ويتم احتساب فرق العمله ؟ة,,397,,2025-04-12 18:34:14+00:00,
طيب بطاقة مدي برق تقبل سحب بمصر ولا برق فيزا فقط,,213,,2025-04-13 11:36:59+00:00,
هههه صدقت برق بدون طابور سجلت وعلى طول طلعت لي البطاقه وطلبت البلاستيكيه وقالوا جايه في الطريق اما البنك التعبان 360 رقم الانتظار فيه 500 الف شخص هههههههههه اتركوه للقلعه,,396,,2025-04-13 22:26:56+00:00,
مافهمت ولا شي ممكن توضح اسم تطبيق رد تكفى,,27,,2025-04-14 12:17:19+00:00,
كيف اطلع مدى,,231,,2025-04-15 22:20:00+00:00,
ماطلعلي خيار بطاقة بلاستيكيه واضفتها بالجوال هل اذا حاسبت بالجوال عليها زياده مبلغ ؟!,,560,,2025-04-17 20:19:01+00:00,
هل ينفع اودع فيها فلوس من اي مكينه إيداع,,329,,2025-04-20 23:23:03+00:00,
سافرت لأوروبا و الامارات و المغرب و قبل بالعيد الي راح و جربت بطاقة D360 الصراحة انها اطلق بطاقة 0 رسوم سحب و 0 عمليات شراء دولية الصراحة بطاقة هي الافضل و يكفي انه بنك D360 تابع لصندوق الاستثمارات العامة يعني بنك قوووووووي ♥️,,444,,2025-04-22 14:31:05+00:00,
وانا اسجل يقولي لازم اوصل لجهات الاتصال وش دخل جهات اتصالي !!!!,,559,,2025-04-24 08:45:39+00:00,
"ما يجيني رمز التحقق ؟ ‏‪<a href=""https://www.youtube.com/watch?v=ZBTYZMnBTSk&amp;t=50"">0:50</a>‬‏",,558,,2025-04-24 21:12:43+00:00,
هل اقدر اشتري فيها واسحب كاش برا المملكه بطاقه برق مدى,,295,,2025-04-25 11:11:47+00:00,
كم تجلس ايام حتى توصل؟؟,,212,,2025-04-26 00:55:42+00:00,
لو سمحت يا غالي عندي استفسار منك ❤ ربي يسعدك .... طلعت بطاقة برق فيزا + مدى بنفس الوقت داخلي وخارجي كلها .... ووصلتني واتبعت طريقة التفعيل ... بس ما قدرت باقي اسحب منها عن طريق شبكة البقالات هل لها وقت تحديث او مثلا ٢٤ ساعة وتشتغل طبيعي,,211,,2025-04-26 16:14:58+00:00,
وشكلها نفس اللي معاك بس الفرق ... حقتي في مدى فوق كلمة فيزا يعني ثنائية .... واشتريت منها من قبل استخدمها بالجوال قبل توصل البطاقة نفسها,,210,,2025-04-26 16:15:57+00:00,
طيب اقدر اطلع بطاقه فيزا من الجوال وكم رسومها؟ وهل منصة ايجار تقبل فيزا,,230,,2025-04-27 09:36:38+00:00,
لازم اطلع بطاقه ولا من الجوال عادي,,294,,2025-04-27 09:40:27+00:00,
طيب عندي بطاقه مكتوب عليها مدى و visa وش بعني الثنتين سوا,,229,,2025-04-27 11:53:02+00:00,
هل يشتغل هذا التطبيق في اليمن ارجو الرد السريع,,557,,2025-04-27 14:43:37+00:00,
يمديني اقسط منتج على دفعات من تمارا باستخدام بطاقة برق ولألا,,209,,2025-04-28 21:06:11+00:00,
هل تاخذ وقت لين توصل البطاقه البلاستيكيه ؟,,208,,2025-04-28 21:45:36+00:00,
طيب ليش تقول صعب تحصل عليها او تطلعها او لحد ماتوصل لها <br><br>ماني فاهم <br><br>إذا كان متاح للجميع فليش الكلام هذا,,293,,2025-04-29 06:28:37+00:00,
كيف نضيف الاموال فى الفيزه,,556,,2025-04-29 11:34:51+00:00,
السلام عليكم <br>لو سمحت انا معاي بطاقة برق وجيت اسحب 1000 جنيه جابلي في مشكله اثناء السحب وتم خصم الفلوس من حسابي بارق والفلوس المصري ما طلعت ايش الحل,,328,,2025-04-30 17:29:56+00:00,
ماقد جاني 100%,,65,,2025-05-03 14:11:06+00:00,
هل فيها ميزة دخول اللونجات بالمطار؟,,207,,2025-05-07 06:47:31+00:00,
كيف أضيف رصيد في بطاقه برق رمز الريال الالكترونيه,,443,,2025-05-07 08:18:10+00:00,
ما عرفت اطلع البطاقة البلاستيكية,,555,,2025-05-09 12:30:40+00:00,
المكافآت ٤ محاولات كلها بالهلل على مين تلعبها,,395,,2025-05-12 04:01:24+00:00,
اش الفرق بينهم وبين بطاقة البنك اللي بالراجحي ولا الاهلي !؟؟,,228,,2025-05-13 09:46:07+00:00,
الحساب تحظر عايز حل,,554,,2025-05-14 01:51:51+00:00,
هل بطاقة فيزا برق أقدر أحاسب فيها عمليات الشراء الإلكترونية و حجوزات الطيران اللي تطلب فيزا ؟,,227,,2025-05-14 18:16:31+00:00,
هل بطاقة فيزا برق أقدر أحاسب فيها عمليات الشراء الإلكترونية و حجوزات الطيران اللي تطلب فيزا ؟,,206,,2025-05-14 18:19:17+00:00,
ماتطلع لي عقب ما اسوي كل الخطوات   مايقولي طلب البطاقه البلاستيكيه,,442,,2025-05-14 19:58:39+00:00,
تقريبا انا عملت الأولى اللي هي الرمز السعودي و دي مفيش منها بلاستيكية و النوعين الباقيين برق و مدي هما اللي فيهم بلاستيكية و  الله اعلم.,,441,,2025-05-14 20:32:20+00:00,
كيف اطلب البطاقه البلاستيكيه اضفت بطاقه الكترونيه من زمان و ماطلعت لي خانه البطاقه البلاستيكيه,,26,,2025-05-18 10:27:15+00:00,
حراميه سرقو فلوسي انتبهو,,64,,2025-05-18 17:47:24+00:00,
لازم احط الهويه يعني يوم احول لي احد يبان اسمي ؟ ما اقدر اغير اسمي من البرنامج,,553,,2025-05-18 18:57:27+00:00,
السلام عليكم فين البنك ليهم في السعوديه لمي اتمكن من ادع الفلوس او عادي اوضع في اي بنك,,552,,2025-05-19 04:11:50+00:00,
ابسألك عن حساب سنابل للادخار من بنك D360,,292,,2025-05-20 05:13:20+00:00,
👁,,25,,2025-05-20 11:00:53+00:00,
ليش الحوالة ما تصل؟ هل وجود حل لهذه المشكلة,,394,,2025-05-21 16:50:39+00:00,
هل اقدر اضيف اموال في البطاقه عبر الصرافه,,205,,2025-05-23 01:50:39+00:00,
جدا تطبيق رائع سرعه مصداقيه تحويل دولي مجاني شبكه يدفع كل شيء بكل سهول حتى اعطوني فلوس استغربت <br>ذولي لي يقولون سرقوني كيف صار الدعم متجاوب جدا جدا <br>شكرا برق,,63,,2025-05-24 12:49:55+00:00,
كم رمز ‏‪دعوه من صديق,,551,,2025-05-24 15:29:32+00:00,
طيب لو طلعت بطاقه بلاستيكيه يمديني بعدها اضيفها في ابل باي ؟؟,,440,,2025-05-26 06:57:38+00:00,
عندي سوال دحين لو طلعت فيزا مدى يمديني استعملها ف اي دولة ؟؟,,550,,2025-05-26 17:10:52+00:00,
ان شاء الله ينزلون فيزا ❤❤انفنت فرسان منافسة ❤❤,,291,,2025-05-27 21:04:31+00:00,
انامايطلعلي لطلب البطاقه البلاستيكيه يطلع حسن تجربتك مع بطاقة برق<br>تحتها لاحقا بس,,439,,2025-05-29 19:50:45+00:00,
هل هناك بطاقة بلاستيكية للبطاقة الي عليها شعار الريال ؟؟؟؟؟,,438,,2025-05-30 11:58:59+00:00,
كيف يعني بدون طابور؟,,393,,2025-05-30 22:28:15+00:00,
طيب مدى برق اقدر اسحب بيها خارج المملكة؟؟,,226,,2025-05-31 01:21:14+00:00,
هل اقدر استخدم مدى برق في مصر و اسحب بيها و ما تاخذ عمولة او رسوم سحب,,290,,2025-05-31 01:21:59+00:00,
إذا أحد جربها في دول الخليج بالسحب من جهاز الصراف يعطينا العلم ؟,,204,,2025-05-31 13:26:35+00:00,
ياغالي مدى رش انتهت من فتره انا استخدم يطاقات برق حاليا بطاقة اساسيه فقط الكاش باك على عمليات الفيزا.,,289,,2025-05-31 14:41:51+00:00,
طيب اذا سافرت كيف احول العمله ؟ من التطبيق,,437,,2025-05-31 17:29:00+00:00,
اسم البنك الخاص ببرق,,327,,2025-06-01 19:45:26+00:00,
هو ليه مش قابل فى رقم الهاتف غير 10ارقان فقط ومش عارف اسجل للسبب ده اى المشكله بالضبط,,549,,2025-06-02 07:48:18+00:00,
ماشاء الله شرح كافي ووافي وسلس الله يوفقك,,548,,2025-06-02 10:39:54+00:00,
طيب ابغى اغير رقم الجوال بشريحة ثانيه كيف الطريقه,,547,,2025-06-02 12:05:07+00:00,
طيب كم اقدر استقبل مبلغ في برق واحول من برق على حساب ايبان سعودي,,392,,2025-06-02 17:30:00+00:00,
عندي البطاقة ما يحاسب في المحل فيها رصيد,,225,,2025-06-06 05:48:42+00:00,
هل يمكن للمصري أن يحصل على هذه البطاقة ؟.,,546,,2025-06-09 21:56:06+00:00,
طريقة تجديدها كيف؟,,326,,2025-06-09 21:57:59+00:00,
السلام عليكم مافي مكان او بنك اروح اطلعها منو افضل,,436,,2025-06-13 15:25:30+00:00,
هل بطاقة برق فيزا فيها مبلغ او انت تحول عليها مبلغ,,224,,2025-06-14 11:30:24+00:00,
اقدر اسحب بيها في مصر,,203,,2025-06-14 14:34:10+00:00,
نصيحه لاتحولون منهم مايوصل الحواله إلا بعد يوم او يومين حصلت معي كثير,,86,,2025-06-16 15:15:13+00:00,
وصلتني البطاقه  وادخل التطبيق مو طالع لي سؤال إذا استلمت ولا ولمن اسوي تنشيط وأقرب الجوال للبطاقه يقولي يرجى التحقق من انك طلبت البطاقه شسوي؟,,325,,2025-06-17 17:23:46+00:00,
كم يوم ياخذ من الطلب,,202,,2025-06-18 04:33:29+00:00,
ماقدرت اطلب البطاقة البلاستيكية مالقيت هالخيار,,201,,2025-06-18 12:07:24+00:00,
الموسيقى ذنب جاري مالها داعي,,24,,2025-06-18 12:41:21+00:00,
جاتني بعد عشره ايام هل قدر سحب ويدع للصرفه ام شراء فقط,,200,,2025-06-19 13:53:16+00:00,
يوصلوها لك الى موقعك او كيف😊,,288,,2025-06-19 15:08:41+00:00,
سىء في تحويل الدولي,,85,,2025-06-21 03:15:33+00:00,
هل هوا ظروري ان اكون مقيم ولا عادي,,545,,2025-06-22 07:53:38+00:00,
نصيحه لحد يستخدمها محول ٤٠٠٠ ريال ولي ٢٠ يوم م وصلت,,324,,2025-06-22 15:31:08+00:00,
ياغالي عندي ما يطلع خيار طلب البطاقه البلاستيكيه,,435,,2025-06-22 22:46:52+00:00,
تطبيق فاشل مشكله من زمان ماعرفتو تحلوها خيار طلب البطاقه البلاستيكية فيه مشكله مايضهر حلووو المشكله او سكرو التطبيق,,23,,2025-06-22 22:57:13+00:00,
طب انا نزلت البرنامج وكل ما اجي اسجل دخول يقول احضر رمز الدعوه من اصدقائك وانا مش عندي اصدقاء فاتحين برق,,223,,2025-06-23 15:32:34+00:00,
طب انا منزل تطبيق برق بيقول لازم ادخل رمز الدعوه وانا مش عارف اجيب رمز الدعوه,,323,,2025-06-23 15:39:13+00:00,
لا تعمل عند الشراء تيجى مرفوضه,,287,,2025-06-24 08:25:28+00:00,
الله يجزاك خير ويجعله بميزان حسناتك,,544,,2025-06-26 12:12:56+00:00,
خيار البطاقات البلاستيكه غير مفعل حاليا. وهذى كارثه .اصلا ما فتحنا المحفظه الا للحصول على البطاقه البلاستيكه للسحب والشراء خلال السفر,,543,,2025-06-27 04:16:07+00:00,
هل مدى فيها كاش باك,,199,,2025-06-28 19:32:23+00:00,
طلبتها من التطبيق لكن كيف ما حدا تواصل معى لكى اطلبها,,322,,2025-06-28 23:36:17+00:00,
تقدر تستخدمها في البقالات والعيادات والمنتجات والمطاعم واماكن السياحة,,119,,2025-06-29 04:33:01+00:00,
كيف يفعلو الشراء من التطبيق  مارضت تتفعل الايقونه <br>ملاحظه البطاقه ماقد وصلت,,321,,2025-06-30 08:30:44+00:00,
طيب والعلم السعودي كيف اغيرو ساكنه بالاردن,,542,,2025-07-01 15:52:52+00:00,
اتوقع ماخذين عمولة تحويل العملة البنك نفسه<br>لان ٤٠٠٠ جنية بـ ٣٠٣ريال و٩٨هلله,,118,,2025-07-03 18:09:30+00:00,
لما حولت من حسابي البنكي لحسابي ببرق اكتشفت ان حسابي ببرق مش بأسمى كيف ؟,,286,,2025-07-04 15:30:24+00:00,
لما اجيت اضيف يول يرجالاتصال علا العملا,,541,,2025-07-05 13:30:34+00:00,
وانا يقول الرقم غلط,,540,,2025-07-05 19:49:22+00:00,
تقدر  تحاسب فيها  المحلات والمطاعم<br>ارجو    الرد       ❤😊,,117,,2025-07-06 17:35:55+00:00,
انا عندي البطاقة الرقمية .. لكن ما لقيت طلب البطاقة البلاستيكية . كيف الطريقة ؟ هل لاني طلب بطاقة الريال ؟ ولا عادي كلها واحد,,539,,2025-07-08 06:04:42+00:00,
انا طلبتها من اسبوع ولم تصلنا وفي وصلت في بعد فتره من الان ونا قد غيرت موقعي كيف اتصرف حينها لحتى توصل لي للموقع الجديد الذي انتقلت اليه,,320,,2025-07-10 02:56:10+00:00,
لا تحلف <br>مايخذون عموله برق <br>بس مثل تايلند على كل عملية حسب ياخذون 25 ريال تحويل عمله,,145,,2025-07-13 04:46:28+00:00,
في خيارت هل انت خاضع للرسوم الدولية وش اختار <br>فيه خيار ( نعم ) وفيه خيار ( لا ),,538,,2025-07-16 08:39:53+00:00,
طلبت بطاقه برق مكتوب عليها ريال بس ما وصلتني رغم اني استخدمها عادي من ابل باي,,198,,2025-07-17 00:33:20+00:00,
جمدو حسابي عشان دخلت من جوالين وللحين مافتح وفلوسس كلها فيه وش اسوي؟؟؟,,285,,2025-07-18 08:35:07+00:00,
اقدر استخدمه برا المملكه ؟,,537,,2025-07-21 14:21:27+00:00,
ممكن اعرف اذا الشريحة الالكترونية تشتغل برا حسب الدولة اللي اخترتها تمام او لا,,536,,2025-07-21 19:00:37+00:00,
اقسم بالله انهم كذابين وحراميه شريت ايفون ب 5200 قبل فتره و لفيت العجله و اعطاني اقل شي صارت معي اكثر من مره دائماً اذا المبلغ عالي يعطوني اقل نسبه للكاش باك و مافيه ولا مره جاني 100% كاش باك العجله حقتهم مبرمجينها على مزاجهم و مستحيل يرجعون لك فلوسك الي دفعتها كامله كل شي تمت برمجته من قبل هالتطبيق الحرامي ولا راح تاخذها ابداً فقط لجذب الناس ورفع تطبيقهم السيئ و الدعم حقهم تكلمهم مايردون عليك ابد يقول جاري نقلك ويسحبون عليك ولا فيه احد يرد,,62,,2025-07-22 17:40:20+00:00,
كم سعر الصرف؟؟,,391,,2025-07-22 19:31:02+00:00,
ياصاحب الفديو انت خسران ٢٦ ريال<br>شوف سعر الصرف ١٣ و٤٠ هلله <br>...لوالمقطع مو  جديد مو قديم,,116,,2025-07-22 22:17:27+00:00,
اذا بدفع عن طريق البطاقة هل البنك الدولي ياخذ نسبة؟ لانه برق ماتاخذ بس كيف البنوك الدولية؟كم تاخذ عالدفع بالبطاقة؟,,197,,2025-07-23 13:49:15+00:00,
بطاقة مدى يمديني استخدمها سحب ومشتريات؟,,115,,2025-07-24 00:33:59+00:00,
بنك الاهلي المصري والبنك المصري ماياخذ عمولة فالمقطع صحيح برق تسحب بدون عمولة بس غير البنكين ذولي ياخذو عمولة البنك نفسه نفس اللي المقطع البنك ذا ماخذ عليك عمولة البنك نفسه,,114,,2025-07-24 11:09:45+00:00,
تدخل صالات مطار  فيزا برق,,222,,2025-07-24 13:08:39+00:00,
كيف اودع فيها فلوس اذا كانت بلاستيكيه,,196,,2025-07-24 18:01:09+00:00,
كيف اضيف فيها فلوس,,113,,2025-07-24 18:04:23+00:00,
افضل بطاقه استخدمتها بجميع الدول روووعه والله من سوى هالبطاقه سوا خير فالناس,,390,,2025-07-24 19:30:26+00:00,
عزالله صدقت الله يجزى من سواها لنا خير,,144,,2025-07-24 19:31:19+00:00,
❤️,,61,,2025-07-24 21:39:53+00:00,
طلعت بطاقه رقميه بس ما  طلع معي اصدار بطاقه بلاستيكيه ليش,,22,,2025-07-26 02:46:10+00:00,
يقلي الرجاء ادخال هوية صالحة,,535,,2025-07-26 12:52:40+00:00,
سلام عليكم كيفك اخبارك طيب ولي عليه تنفيذ يسحبو من حسابك ايقاف خدمات,,534,,2025-07-27 17:29:09+00:00,
انا لو حولت فيها عشر الاف وسافرت اذربيجان هل استطيع اسحب ببطاقة برق هناك من اي صراف في اذربيجان ولا لها صرافات معينه,,195,,2025-07-27 21:16:08+00:00,
مافيه بطاقة بالاستكيه,,21,,2025-07-28 16:47:42+00:00,
وش الفايده من البطاقه,,143,,2025-07-30 08:04:33+00:00,
كيف  اخلي اي  تحويل من الراجحي من شخص ما  لبطاقه برق موراضي يضبط,,194,,2025-07-31 22:57:29+00:00,
بطاقة الانصال الرقميه كيف,,533,,2025-08-01 12:46:14+00:00,
ليش مايمدي اضيف مدى طالع ليي بس فيزا,,20,,2025-08-01 16:18:20+00:00,
طيب هل يجوز الكاش باك فيها؟؟؟,,60,,2025-08-01 21:39:32+00:00,
ما اتكلم عن السحب، عمليات الشراء من برا ياخذون رسوم تحويل عمله وفيزا؟,,173,,2025-08-02 08:14:07+00:00,
يااخي في ثلاث بطايق من برق ايت افضل واحدة من الثلاث,,193,,2025-08-02 08:31:05+00:00,
شرح مختصر ومفهوم 🎉🎉الله يعطيك العافيه,,532,,2025-08-02 10:41:47+00:00,
الي فيها علامه الريال مافيها خيار البلاستيكية الى تاريخ اليوم - الي يحتاج البلاستيكية يطلب العادية,,434,,2025-08-03 08:08:07+00:00,
وش السالفه ناس تقول تاخذ عموله وناس تقول لا <br>بس نرجع ونقول الكاش اطلق شي <br>وبدل عملتك في الدوله الي تروح لها .,,142,,2025-08-03 08:49:48+00:00,
ينفع اطلب الاثنين مدي وفيزا .<br>وهل مجاني حقها,,319,,2025-08-03 16:42:58+00:00,
كيف افعلها خارج السعوديه,,192,,2025-08-03 18:08:13+00:00,
افضل بنك لتحويل العملات في تركيا ايش ؟,,141,,2025-08-03 18:09:21+00:00,
السلام عليكم ورحمة الله وبركاته بطاقة مدى برق هل يمكن استخدامها خارج السعودية سحب فلوس وشراء من البطاقه,,284,,2025-08-04 05:08:24+00:00,
انا ذحين ما عندي زي الايفون انا كل ما خشيت البطاقه احول ادفع لكن ما تندفع ايش السبب,,283,,2025-08-04 06:49:03+00:00,
يا جماعة الخير حولت على برق عشر مرات مش عايزة تظهر عندى الكاش باك حد مر بنفس التجربة,,59,,2025-08-04 20:48:23+00:00,
انا ما يطلع لي خيار طلب البطاقة البلاستيكيه وش الحل يطلع لي لاحقاً فقط,,433,,2025-08-05 01:51:36+00:00,
اللي عليه ايقاف خدمات يقدر يحول لها عادي؟؟,,531,,2025-08-05 20:22:10+00:00,
برق على كلام ناس أستعملتها يعني . أنا استخدمت ٣٦٠ جامده الحمدلله أموري طيبه والسيفتي فيها أوكي الموقع مايعلق التحويل والإسترجاع بنفس الوقت مايتأخر . بس السحب الدولي للأسف خذوا مني عموله قويه مع أني كنت ضامن أنها بدون رسوم . تسوق ولا أحلى بدون مشاكل,,389,,2025-08-06 07:24:46+00:00,
بالله عيب التطبيل والله انهم فاشلين برق مافيه عندهم خدمة عملاء واذا ماحد مصدق اتصل عليهم اذا ردو عليك اطبل لهم,,140,,2025-08-06 22:31:32+00:00,
سويت حساب جديد يقلي طلبك قيد الانتظار لها دحين يوم كامل وش الحل,,530,,2025-08-07 17:21:46+00:00,
السلام عليكم ورحمة الله وبركاته<br>هل عند طلب البطاقه البلاستيكيه من برق بيكون فيه رسوم توصيل,,432,,2025-08-08 02:42:17+00:00,
السلام عليكم ورحمة الله وبركاته<br>هل توصيلها مجاني,,318,,2025-08-08 02:49:40+00:00,
ما شا الله شرح وافي و كافي كل الشكر و التقدير لك و أقترح على شركة برق اضافة شرحك المتكامل إلى حساباتهم 👏🏼👏🏼👏🏼👌🏻,,529,,2025-08-08 17:12:32+00:00,
صراحه جباره المدى هذي مسويها اكترونيه والاحسن التحويل بدون ضرايب حول لمصر لوين ماتبي كله مجاني الراجحي يخي ضريبته ١٧ ريال على مصر اما برق مجاني وحتى تحويل رصيد على الشرايح الدوليه ارخص بكثير من مواقع ثانيه,,282,,2025-08-08 18:35:33+00:00,
طيب كيف تعبيها دولار او ريال مثلا سافرت اندونيسيا اسحب بعملة البلد اللي مسافر لها حتى لو فيها ريال او دولار ماني فاهم,,139,,2025-08-09 11:55:29+00:00,
طيب لو حبيت اسافر لاي دوله هل احط فيها عملت بلدي او دولار وكيف,,317,,2025-08-09 11:58:44+00:00,
السلام عليكم لاهنتو الحين انا عندي مخالفات وحجز ارصده بس اذا طلعت برق مدى بيكون نفس السالفه ولا عادي,,281,,2025-08-09 14:59:03+00:00,
بيض الله وجهك,,528,,2025-08-09 22:48:22+00:00,
لو عندي البطاقه الرقميه فقط اقدر احاسب ابل بي وانا مسافر بدون رسوم يعني مثل البلاستيكيه؟,,431,,2025-08-10 02:09:46+00:00,
انا عندي مشكله في التطبيق نفسه هل يمديك تساعدني فيه لاهنت,,527,,2025-08-10 17:51:48+00:00,
وش فرق بينها وبين الحمراء,,172,,2025-08-11 12:19:55+00:00,
وهل تسحب من صرافات بدون رسوم,,171,,2025-08-11 12:20:16+00:00,
وربي والله على ما أقول شهيد <br>انتبهوا من الأشخاص الذين يطبلون لهذه البطاقه<br>من أسوأ البطاقات التي اتعاملت فيها<br>وخصوصا في عمليات الشراء على أنه في كاش باك<br>في كل عملية لكن فيها عمليات نصب وانت يالمسكين<br>تضحك على نفسك<br>جربوا stcpay وراح تعرفوا كلمة المصداقية ماذا تعني من أجمل و أسرع البطاقات<br>وفي بطاقة D360,,191,,2025-08-11 17:14:48+00:00,
سحبت منها في بانكوك وخصم على ٢٥ ريال على كل سحبه,,190,,2025-08-11 18:37:54+00:00,
انا كنت في تايلند وسحبت من الصراف واخذوا على ٢٥ ريال على كل سحبه,,138,,2025-08-11 18:53:10+00:00,
كم المده بعد الطلب لحتى توصل البطاقه,,19,,2025-08-13 15:15:27+00:00,
ما. شغالة اللعبة,,58,,2025-08-13 16:01:29+00:00,
شلون بدون رسوم؟,,137,,2025-08-14 12:06:11+00:00,
هل اقدر احاسب فيها شبكة في اوروبا؟,,136,,2025-08-15 06:00:40+00:00,
سلام عليكم<br>هل في اندونوسيا اقدر استخدمها بطاقه برق وهل يأخذو مني نسبه على الصرف او السحب,,280,,2025-08-15 08:47:59+00:00,
بسالك ياخوي. ليه يرفضون رقم الجوال ايش الحل,,526,,2025-08-15 09:51:00+00:00,
انا حملت التطبيق بس اريد اعرف كيف  اخذ رمز الدعوة حتى ارسلها للأهل والأصدقاء؟,,279,,2025-08-15 10:57:43+00:00,
بقدر استخدم برق مدى في مصر؟؟ ولا لازم برق فيزا؟؟,,189,,2025-08-16 18:23:21+00:00,
طيب انا ماجاني خيار اطلب البطاقة البلاستيكيه,,525,,2025-08-17 08:35:56+00:00,
اقدر استخدم بالفلبين؟,,135,,2025-08-17 09:14:49+00:00,
من وين اطلع الكود حقي ؟,,170,,2025-08-17 10:49:21+00:00,
طيب لو عاوز تحول من برق الي البنك الاهلي حوالة بالدولار كيف,,84,,2025-08-18 04:26:54+00:00,
للأسف في تركيا جربت أغلب الصرفات ما تصرف ابدا ..  فقط دفع في نقاط البيع,,134,,2025-08-18 13:15:25+00:00,
🎉سلام عليكم <br>خوي ممكن تفديني لماذا تطلع عندي رفض وفها رصيد,,278,,2025-08-20 03:01:18+00:00,
اسو تطبيق كاش باك,,57,,2025-08-20 11:17:21+00:00,
واحد يسحب مني حسابي من برق كيف الغيها مايسحب من عندي😢,,188,,2025-08-20 12:47:50+00:00,
هل بطاقتي مدي وفيزا بيكون فيهم نفس الرصيد <br>اللي اقدر استخدمه خارخ وداخل السعوديه ؟؟,,221,,2025-08-20 18:04:04+00:00,
طيب هي الفيزا مثل الأتمان اقدر اخذ منها فلوس بعدين اسدد,,187,,2025-08-21 08:49:34+00:00,
بيض الله وجهك عاوز استعملها في مصر هل البطاقة البلاستيكية والا كيف دولي,,524,,2025-08-21 16:08:37+00:00,
ازاي اطلب بطاقه البيرق من مصر,,112,,2025-08-22 12:56:00+00:00,
تبع بنك ايه,,388,,2025-08-23 13:07:18+00:00,
تبع بنك ايه فى السعوديه,,111,,2025-08-23 13:09:05+00:00,
كيف افعل بطاقه برق مدى البلاستكيه؛؟,,316,,2025-08-24 10:12:15+00:00,
استطيع اسحب فلوس من البطاقة عبر اي مكينة سحب,,220,,2025-08-25 23:59:22+00:00,
طيب فيه عندي بطايق ثانيه زي حقت عمله الريال السعودي يمديني اسحب منها وفيها كاش باك ؟ ولا مب زي مدى,,277,,2025-08-26 14:19:00+00:00,
انا ابناء عندي بطاقه فيزا بس اقدر اطلع مدى,,276,,2025-08-27 00:42:10+00:00,
انا يوصل لنفاذ ومايكمل 😢يقول سجلي خروج واذا سجلت خروج يكرر,,523,,2025-08-27 11:03:32+00:00,
طيب ياخي الفيزا مكتوب عندها مجانا مدى الحياه بطاقه مدى موب موجود فيها الكلام ذا يعني,,219,,2025-08-27 18:59:55+00:00,
طيب عند بطاقه فيزا مكتوب مجانا مدى الحياة اما مدى لا ليش ووش يعني الشي ذا,,275,,2025-08-27 19:45:59+00:00,
برق فاشل وربي جمدو حسابي فيه ٨٠٠ريال,,56,,2025-08-28 16:04:55+00:00,
